,discipline,department,course_code,level,course_title,description,description_length,complexity,num_questions,num_pronouns,student_references,informality,enrollment,logistics,crosslisted,DIAP,WRIT,FYS,SOPH,notes
178,social_science,PHP,PHP 0050,0,"Pain and the Human Condition: Exploring the Science, Medicine, and Culture of Pain","Pain is a universal human experience, yet it is highly subjective. For most, pain represents an occasionally unpleasant, self-limited experience. However, for others, chronic pain persists beyond the recovery from an injury or as a result of a chronic health condition. Persons with chronic pain often describe their pain as permeating every aspect of their lives. While an active area of research, pain remains a significant challenge to the individual seeking treatment, the health care provider and society. This multidisciplinary course introduces students to scientific, medical, and public health aspects of pain and explores personal narratives and cultural meanings of pain. ",101,37.5,0,0,1,0.009900990099009901,23,Enrollment limited to 19 first year students.,,,1,TRUE,,
179,social_science,PHP,PHP 0320,0,Introduction to Public Health,"An introductory overview of the U.S. Public Health System with an emphasis on the core functions of public health, challenges and strategies for working with communities, and specific health issues that impact the health of the population. Presents a comprehensive overview of the environmental and behavior factors associated with health promotion and disease prevention.",54,36.28,0,0,0,0.0,156,,,,0,,,
180,social_science,PHP,PHP 0650,0,From Manufacturer to Patient: Why is the Cost of Prescription Drugs So Darn High?,"In 2015, estimates of drug spend in the United States was about $457 billion and could be as high as $610 billion by 2021. The reasons for the continued escalating costs of prescription drugs are unclear. In this course we will examine the complex chain of discounts, rebates and markups that impact the price of a prescription drug from the manufacturer’s list price to the time it is dispensed to the patient. We will examine the role of major stakeholders in the drug supply chain including the manufacturer, wholesalers and distributors, pharmacy benefit managers and health plans. ",97,55.27,0,1,0,0.010309278350515464,15,"PHP 0310, Healthcare in the United States, is a prerequisite. Students who feel they have adequate background but have not taken PHP 0310 should contact instructor for override. Students must have basic knowledge of terms associated with managed care and healthcare issues routinely written about or featured in the news.",,,0,,,
181,social_science,PHP,PHP 0850,0,Fundamentals of Epidemiology,"As the cornerstone of public health, a strong foundation in epidemiology provides students with the ability to investigate, clarify and criticize claims of disease causation. This course provides students with a foundation in basic epidemiologic concepts and methods. Key measures of disease occurrence and effects used in epidemiology will be discussed; strengths and weaknesses of alternative epidemiologic study designs will be examined. Interpreting epidemiologic evidence to inform public health policy and practice will be emphasized throughout the course.",78,26.3,0,0,2,0.02564102564102564,57,,,,0,,,
182,social_science,PHP,PHP 1070,1,The Burden of Disease in Developing Countries,"Defines and critically examines environmental, epidemiologic, demographic, biomedical, and anthropological perspectives on health and disease in developing countries. Emphasis on changes in the underlying causes of morbidity and mortality during economic development. Focuses on the biosocial ecology of diseases. Required major term paper worth 50% of final grade is scholarly centerpiece of course. Weekly discussion sections and small group research projects supplement the two exams and term paper. Guest lecturers cover different diseases and public health perspectives. ",77,16.18,0,0,0,0.0,22,Enrollment limited to 65.,,TRUE,1,,,"Enrollment limited to students with a semester level of 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, GM or GP."
183,social_science,PHP,PHP 1100,1,Comparative Health Care Systems,Focuses on principles of national health system organization and cross-national comparative analysis. Emphasizes application of comparative models to the analysis of health and health-related systems among nations at varying levels of economic development and health care reform. Addresses research questions related to population health and systems' performance. ,47,4.78,0,0,0,0.0,25,Questionnaire completion required for Freshman and Sophomore students. Enrollment limited to 30.,,TRUE,0,,,"Enrollment limited to students with a semester level of 05, 06, 07, 08, 09, 10, 11, 12 or 13."
184,social_science,PHP,PHP 1501,1,Essentials of Data Analysis,"This course covers the basic concepts of statistics and the statistical methods commonly used in the social sciences and public health with an emphasis on applications to real data. The first half of the course introduces descriptive statistics and the inferential statistical methods of confidence intervals and significance tests. The second half introduces bivariate and multivariate methods, emphasizing contingency table analysis, regression, and analysis of variance. This is designed to be a first course in Statistics. ",76,26.81,0,0,0,0.0,75,The course is intended for Public Health or Statistics concentrators. Others can register with instructor's permission. There are no prerequisites.,,,0,,,
185,social_science,PHP,PHP 1510,1,Principles of Biostatistics and Data Analysis,"This course is intended to provide a basic foundation in the methods and applications of biostatistics, and is geared towards the students whose fields of study include a substantial statistical or quantitative component. Ideally, this course is the first in a two-part sequence (the sequel being PHP 1511/2511: Applied Regression ), designed to provide students in the public health, biological and life sciences with broad-based exposure to modern methods of biostatistical inference, in addition to an understanding of underlying mathematical principles and motivations.",83,4.48,0,0,2,0.024096385542168676,37,,,,0,,,
186,social_science,PHP,PHP 1540,1,Alcohol Use and Misuse,"Reviews the epidemiology of alcohol use, abuse, and dependence and examines its neurobiological and behavioral underpinnings. Covers etiology including physiological, genetic, psychological and social cultural influences, and prevention, brief intervention and treatment considerations. ",33,-38.34,0,0,0,0.0,18,"Course background in psychology, sociology, or public health is recommended. Recommended prerequisites: PHP 0320 and CLPS 0010. Enrollment limited to 20 juniors, seniors, and graduate students.",,,0,,,"Enrollment limited to students with a semester level of 05, 06, 07, 08, 09, 10, 11, 12, 13, GM or GP."
187,social_science,PHP,PHP 1560,1,Statistical Programming in R,"Statistical computing is an essential part of analysis. Statisticians need not only be able to run existing computer software but understand how that software functions. Students will learn fundamental concepts - Data Management, Data types, Data cleaning and manipulation, databases, graphics, functions, loops, simulation and Markov Chain Monte Carlo through working with various statistical analysis. Students will learn to write code in an organized fashion with comments. This course will be taught in a ""flipped"" format. Students will watch a series of videos and work through some simple coding examples before coming to class.",94,47.28,0,0,0,0.0,20,,,,0,,,
